Title,Lyrics
CRUSH - In the Air,"Lyrics

Join me in the air
Feel like I'm in the air
어서 빨리 너도 join해, join해
뭘 그리 고민해?
Join me in the air
Yeah
[Verse 1]
I'm a troubled man
내 소심한 성격 덕에 주위 사람들의 신경이 너무 뻐근해
But I don't worry 'bout it
열등감, 욕심, 열정이 내 super motivation
샴페인 잔엔 언제나 내 이상을 따르지
좋은 집 그리고 한남 bling 작업실
내 덩치 두 배 큰 형은 날 위해 makin' new shit
지금 난 하늘을 나는 기분
[Chorus]
Join me in the air
Feel like I'm in the air
어서 빨리 너도 join해, join해
뭘 그리 고민해?
Join me in the air
Yeah (Ayy)
[Bridge]
Feel like I'm in the air
I'm in the air
Join me in the air, yeah (ayy)
I'm in the air
Yeah
[Outro: Stay Tuned]
되게 머릿속이 복잡한 게 그냥... 음, 너무... 그니까... 효섭이를 만나고 둘이, 뭐... 많은 얘기도 나눴고 그리고... 뭐, 그해만 그만큼 많은 일도 있었고 또... 너무나 힘들 때도 옆에서 걔가 어땠는지 봤고, 또... 좋을 때도 같이 옆에 있었고, 막, 이래, 이러다 보니까, 뭔가, 지금 이 짧은 그... 단 몇 마디에 지금 이 내...가 효섭이한테 하고 싶었던 말을, 혹은, 뭐, 우리가 술자리에서 나눴던 얘기들을 그 안에 담는 게 내가 너무 힘든 거 같애, 그냥
효섭아, 뭐, 나는 이래, 그래서... 이래서 고마웠고 앞으로 이렇게 우리 또 그렇게 하자, 머, 나중에 내가... 이... 네 옆에 없더라도... 멀리서 널 지켜봐도... 너...가 참 단단한 사람이 되어 있었으면 좋겠다. 뭐, 이런 얘기들을 그냥 그 짧은 거에 한다는 게 좀... 아휴, 너무 힘든 거 같은데...
(- 나와.) - 어?
(- 나오라고, 이제.) - 너 왔어?
(- 나와, 얼른.) - 아아아아씨!
(- 흐흐흐흐...) - 아아아!
(- 아, 빨리 나와!) - 아아이씨!
English Translation
[Chorus]
Join me in the air
Feel like I'm in the air
Hurry and join too
Join me, why're you hesitating?
Join me in the air
[Verse 1]
I'm a troubled man
Because of my timid personality
I’m tired of people paying attention to me
But I don’t worry 'bout it
Inferiority complex, greed, and passion are my super motivations
I always pour out my reason into the champagne glass
A good house and a blinging studio at Hannam
Hyungs that are twice my size makin' new shit for me
I feel like I'm flying in the sky
[Chorus]
Join me in the air
Feel like I'm in the air
Hurry and join too
Join me, why're you hesitating?
Join me in the air
[Bridge]
Feel like I'm in the air
I'm in the air
Join me in the air
I'm in the air
[Outro]"
CRUSH - Oasis,"
난 널 목말라해 (you)
너무 더워
물이 필요해, hot in here
난 웅덩이 깊이 파인 곳을 찾아다녀
달콤하게 날 더 바라봐 줘 (넌 훌륭해)
이 메마른 땅을
정글로 만들고 난 모험하고 또 탐험
You know how we do it, we just do it
[Hook: Crush]
All you ladies, hands in the air
All my ladies, hands up in the air
그녀는 그년 날 미치게 해
그녀는 날 숨쉬게 해, yeah
Oh ah, she's mine
Oh ah, she's mine
Oh ah, she's mine
Yeah-ee-yeah, she's mine
All you ladies, hands in the air
All my ladies, hands up in the air
그녀는 그년 날 미치게 해
그녀는 날 숨 쉬게 해, yeah
[Verse 2: Crush]
Get closer to my body
천국에다가 데려다 줄게, body to body
넌 낮이 밤이 될 때까지 waterfall
그 속에서 난 헤엄치고 싶어
You know how we do it, we just do it
[Hook: Crush &
Zico
]
All you ladies, hands in the air
All my ladies, hands up in the air
그녀는 그년 날 미치게 해
그녀는 날 숨쉬게 해, yeah
Oh ah, she's mine
Oh ah, she's mine
Oh ah, she's mine
Yeah-ee-yeah, she's mine
All you ladies, hands in the air
(in the air)
All my ladies, hands up in the air
(what's up, Crush)
그녀는 그년 날 미치게 해
(it's been a long time, man)
그녀는 날 숨 쉬게 해, yeah
( [?] Z-I-CO, uh)
[Verse 3: Zico]
넌 남자들 욕망에 갈증 나게 하면서
어째서 주위 여자들은 물 맥여
때마침 넌 제대로 된 상대를 만났어
난 태연하게 제안하지, 술 대결
결관 KO, 고양이한테 생선을 맡긴 거야
늘 첫 경험 하는 자세, 앞뒤를 몰라
감탄사 대신 엄지 척, 다리 사이로
난 광주 출신 아니지만 전라도 환영
넌 겨울 해
밤도 안 됐는데 자꾸만 지려 해
Baby oh
쪽쪽
물고 뜯고 맛보고 즐겨
악 질러 대
[Bridge: Crush &
Zico
]
하고 싶죠
하고 있는데도 하고 싶을 거야
그럴 땐 이걸 꺼내 먹어 (you know what)
지구부터 달까지 로켓을 쏘아
[Hook: Crush &
Zion.T
]
All you ladies, hands in the air
All my ladies, hands up in the air
그녀는 그년 날 미치게 해
그녀는
(mm)
Oh ah, she's mine
Oh ah, she's mine
Oh ah, she's mine
Woah yeah woo (Crush)"
CRUSH - ​wanderlust,"Baby you're my wanderlust
답답한 이 도시를 떠나볼까
Baby you're my wanderlust
Fly
Let's ride"
CRUSH - 아빠처럼 (Like My Father),"치열한 삶 속에서
뒤 돌아 볼 시간도 없이
무거운 마음 이끌고
일터로 나가면
오늘도 나는 싸워야만 하네
아무도 알아 주지 않아
그래도 알아 난 참아야만 해
아빠처럼 살고 싶어요
아빠처럼 난 강해지고 싶어요
아직도 어린 날에 머물러
미련 속에 남아
이 마음 기댈 곳을 찾아요
아직도 어린 날에 머물러
당신에게나마
이 마음 잠시 내려 놓아요
내 마음 같지 않은 세상이
혼자선 너무 어려워"
CRUSH - 눈이 마주친 순간 (I Fancy You),"
Ah
Woo
Ah ah ah ah yeah
Woo yeah
[Hook]
너와 눈이 마주친 순간
너와 눈이 마주친 순간
I fancy you, woo woo woo woo
I fancy you, woo woo woo woo
너와 눈이 마주친 순간
너와 눈이 마주친 순간
I fancy you, woo woo woo woo
I fancy you, woo woo woo woo
[Verse 1]
넌 이미 알고 있어
You look so good (you look so good)
네가 느끼고 있는 시선
Feel so good (so good)
굳이 그리지 않아도 돼, 아이라인
내겐 널 보는 순간 하나하나가 highlight
Ayy, girl, don't stop 우리의 vibration
날 쳐다보는 눈빛이 자꾸만 야릇해져
[Hook]
너와 눈이 마주친 순간
너와 눈이 마주친 순간
I fancy you, woo woo woo woo
I fancy you, woo woo woo woo
너와 눈이 마주친 순간
너와 눈이 마주친 순간
I fancy you, woo woo woo woo
I fancy you, woo woo woo woo
[Verse 2]
눈 뗄 수 없을 만큼 치명적인 몸매
주위 남자들이 너를 쳐다볼 때
넌 적당한 eye contact
You make me feel confused
절대 다른 남자와 눈을 마주치지 말아 줘
(말아 줘)
널 향한 내 맘을 어서 받아 줘 (받아 줘)
I don't want anybody
너만이 내 맘을 가질 수가 있어
[Bridge]
I fancy you, woo
I fancy you, woo
이미 내 심장은 멈췄어, 널 본 순간에
같은 목적을 가졌어
우린 오늘 밤에, yeah yeah yeah yeah
[Hook]
너와 눈이 마주친 순간
너와 눈이 마주친 순간 (yeah yeah)
I fancy you, woo woo woo woo (I fancy I fancy)
I fancy you, woo woo woo woo
너와 눈이 마주친 순간
너와 눈이 마주친 순간
I fancy you, woo woo woo woo (you, woo woo woo woo)
I fancy you, woo woo woo woo"
CRUSH - 티격태격 (Tiki-Taka),"
[Verse 1: Crush]
통화할 땐 너무 좋았는데, yeah
갑자기 온도가 확 바뀐 듯 해, ayy
우린 티격해, 티격태격해
가끔 삐걱대, 삐끗삐끗해
어쩔 땐 존나 이해가 안돼, uh
[Pre-Chorus: Crush]
Oh ah, 왜 뭐 때문에
날 또 못살게 구는 건데
왜 아이라인이 짝짝이인 걸
전부 내 탓으로 돌리는 건데
날 튀겼다가 삶았다가
Girl, what you wanna do?
그냥 너 하고픈 대로 한다고 해도
[Chorus: Crush]
잘해준 건 다 잊어 먹어 (그래도 난)
너 없인 하루가 허전한 걸
보고있는데도 보고픈 걸 어떡해야 해?
Woo, I can’t stop laughing with you girl (Coming to you live)
[Verse 2: DPR LIVE]
Hey, 오랜만이야, 넌 지금 어디야?
학교? 아님 집? Umm
지하철? 아님 일? Umm
뭐 아무튼 1분만 너의 귀를 기울여봐
Girl, am I on your earphone or am I on your speaker?
Girl, 내 친구 효섭이 핑계 대고 너를 보러 왔어 안녕 (Girl, aight cool)
지친 하루에 맞춰 왔으니까 내 목소리에 안겨 (Yeah)
[Pre-Chorus: Crush]
넌 나를 색 입혀, 장난에 얼룩져
뒷 처리는 내 몫이지
네 기분에 맞춰 계속 그려줘
Just play with it
뜨겁다가 차갑다가
Girl what you wanna do
I’ll do anything you wanna do
[Chorus: Crush]
잘해준 건 다 잊어 먹어 (그래도 난)
너 없인 하루가 허전한 걸
보고있는데도 보고픈 걸 어떡해야 해?
Woo, I can’t stop laughing with you girl
[Post-Chorus]
Hoo, hoo-hoo-hoo-hoo-hoo
Hoo, hoo-hoo-hoo-hoo-hoo
Hoo, hoo-hoo-hoo-hoo-hoo
Hoo-hoo-hoo
Hoo, hoo-hoo-hoo-hoo-hoo
Hoo, hoo-hoo-hoo-hoo-hoo
Hoo, hoo-hoo-hoo-hoo-hoo-hoo
[Instrumental Outro]"
CRUSH - 9 to 5,"English Translation

Girl crushes all crush on me
Crush is like Oreos so sweet
You are my milk, we makin' chemistry
From morning to noontime to evening
Uncrushable Gaeko and me
When I come into the studio
Fireworks go off, static electricity
Idea idea idea
Every night we are renewed, at the peak
So I’m gonna buy my dad a private jet for his birthday
[Verse 2: Crush]
That’s what I need
The path I need to walk on
I knew since winter of 2012
Believe that shit
I released my tracks since then
Placing them on charts
Started from the basement without a heater
To the top of the clouds
So of course there’s noise
But I don’t give a shit
I just press mute
Until you come see my concert
Be careful what you say
[Pre-Chorus: Crush]
More fame more money
More bitches more crews
No love never change
Things that last forever
Things that I want
I went through it all but it’s useless
I’m working in my new studio
24 hours isn’t enough for me
I’m just working in my new studio
Cuz this is the answer
[Chorus: Crush]
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7
[Verse 3: Gaeko]
Okay this is my second verse
Me and Crush, we’re uncrushable
Rappers who use translators need to be punished
Schemers scheming so dirty
When I get faster, I get lower
I get heavy and go straight
You’re like a shallow speed bump or a man hole
My zero back is unchanging, going on the road
You’ve got attitude and a potbelly
Your mouth is wide open
I reject you becoming a human
Leave your passiveness is in the basement of your consciousness
And come to Crush’s Hannam studio
The eternal fountain is pouring
We’re completely mad, we take it to the max
Put a machine gun to your ear like Furiosa
[Verse 4: Gaeko]
The pleasure of the unknowns who spread lies
Let me ask you one thing, are you really happy?
Are you really happy? Ok fine fine
Keep masturbating, I’m up so high, I can’t hear you
I’ve been putting up a V sign with Choiza on stage for a while
Wanna make a V between her legs
I wanna spread out all the rockheads
Set em on fire and bbq our songs on top
[Chorus: Crush]
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7
I’m 9 to 5 5 to 9
Seven eleven 24/7"
CRUSH - 먼지 (Dust),"English Translation
The air in the studio is stale
So I’m biting on my dry fingers
I don’t even know what year, what month, what day it is
Instagram is always in my hand
Hashtag my name slash
Some celebrity you’re interested in
In the end, nothing remains
My throat’s too dry, it’ll be hard for me to record
I was writing lyrics yesterday but I forgot them
People keep saying this and that about my music
Saying that I have no skills
I don’t know why but I keep eating people’s interest
But I always get stomachaches
In their eyes, all they have to do is clean me out
But I’m too scared to hang on, the weight of anxiety
I’d rather close my eyes and live
Sometimes I think maybe I should just quit
Like dusting off, like dusting off
Like dusting off, like dusting off
Like dusting off, like dusting off
Like dusting off, like dusting off
Yeah in the end, you left too
Like we were nothing
Like I wasn’t the star between you and your ex
All the nights we spent together
Days you spent in my arms, fighting off loneliness
I wished that those times would become sweet rain
And fall only on me, drenching me
But only the density in my heart grew thicker, blurring my vision
I lost everything as I only looked at you
Back then, I thought it was love, because it didn’t feel wasteful at all
Yeah I’m good right now
I’m doing really well in other’s eyes
Yeah I’m fuckin good right now
I try to act calm but in the end
Like dusting off, like dusting off
Like dusting off, like dusting off
Like dusting off, like dusting off
Like dusting off, like dusting off"
CRUSH - Wake Up,"
[Verse 1: Crush]
Babe, good morning, oh yeah
이제 일어나야 할 시간이야
아침 햇살이, oh yeah
너를 반겨줄 시간이야
[Pre-Chorus: Crush]
Morning coffee 한 잔과
마르지 않은 머리가
하루의 시작을 알리고 있어
차가운 도시의 출근길
어쩔 땐 버겁기도 하지
내가 힘이 되어 줄게
[Chorus: Crush]
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up
[Verse 2: DEAN]
악몽에 젖어 깼을 때
그래, 그 때, 그럴 때
세상은 때 탄 하얀색
그래, 그 때, 그럴 때
[Pre-Chorus: DEAN]
Morning coffee 한 잔과
우리 둘 만의 노래가
괜찮을 거라 말하고 있어
Hold on tight, look at my eyes
거친 파도가 잠잠해지게
[Chorus: Crush]
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up, next to you
Wake up, wake up, wake up
[Outro: Crush]
매일 아침을 속삭여 줄게
늦은 아침에 속삭여 줄게
매일 아침에 널 깨워 줄게
내일 아침도 널 깨워 줄게
[Interlude]
[Outro: DEAN]
Oh, ooh-oh, ooh-oh, ooh-ooh
Ooh-oh, ooh-oh, ooh-oh
Oh, ooh-oh, ooh-oh, ooh-ooh
Ooh-oh, ooh-oh, ooh-oh"
CRUSH - Tip Toe,"
Tip, tip, toe, tip, tip, toe
살금 살금 movin' on
Tip, tip, toe 아무도 모르게
Tip, tip, toe, tip, tip, toe
발끝으로 movin' on
Tip, tip, toe stop 아무도 눈치 못채게
[Verse 1: LEE HI]
Babe, tonight, alright
눈이 마주친 순간
넌 내가 찾던 boy
둘 사이 시그널 um, um, um
다들 바빠 각자
원하는 사람 찾아
빠져나가
둘만 아는 곳으로
[Verse 2: Crush]
That's right
내 style
Let's ride
I've been drinking
Get high
첨 본 순간부터 girl, I need you
네 생각 내 생각 같아
There's no next time
간절히 원했던 이 느낌
심장이 간지러운 듯이
[Chorus: Crush, LEE HI]
Tip, tip, toe, tip, tip, toe
살금 살금 movin' on
Tip, tip, toe 아무도 모르게
Tip, tip, toe, tip, tip, toe
발끝으로 movin' on
Tip, tip, toe stop 아무도 눈치 못채게
[Verse 3: Crush]
Girl whip in the car
Let's take our time
시간 둘 필요 없어 지금이 맞아
볼륨은 젤 크게 90's vibes
Take my hands 그래도 돼
기분이 닿는대로
Santal 향기에 난 심취함
넌 날 TV로만 봤겠지만
실물이 나아
넌 날 이미지로 봤겠지만
실물이 맞아
그래 너무 예쁘니까 I wanna dive into your heart
[Chorus: Crush, LEE HI]
Tip, tip, toe, tip, tip, toe
살금 살금 movin' on
Tip, tip, toe 아무도 모르게
Tip, tip, toe, tip, tip, toe
발끝으로 movin' on
Tip, tip, toe stop 아무도 눈치 못채게
[Bridge: Crush, LEE HI]
어느새 발걸음이 너에게로
Baby, let me call you te quiero
처음 봤지만 어색하지않은 태도 Alright, we ride
어느새 발걸음은 너에게로
Baby, let me call you te quiero
처음 봤지만 어색하지않은 태도 Alright, yes, we ride
[Chorus: Crush, LEE HI]
Tip, tip, toe, tip, tip, toe
살금 살금 movin' on
Tip, tip, toe 아무도 모르게
Tip, tip, toe, tip, tip, toe
발끝으로 movin' on
Tip, tip, toe stop"
CRUSH - From Midnight To Sunrise,"
[Instrumental Intro]
[Refrain]
Day by day
I’m just a little
Day by day
I’m just a little
Day by day
I’m just a little (Lonely)
Day by day
I’m just a little (Lonely)
Day by day
[Instrumental Outro]"
CRUSH - 놓아줘 (Let Me Go),"
[Verse 1: Crush]
똑같은 하루
아무 표정 없는 날들
지켜보는 것도 버거워
여기까지인 것 같다고
닿을 수 없단 걸
알고 있잖아 너도
[Chorus: Crush]
놓아줘
나를 묶고 있는 너의 마음
아픔은 늘 나의 몫인 걸
목이 메어 내뱉는 이 말도
너 대신 할게
놓아줘
너를 묶고 있는 나의 마음
쉽게 아물지는 않겠지만
함께 만든 추억 다 잊어
놓아 이젠, 날 놓아줘
[Verse 2: TAEYEON,
Both
]
모른 척 했어
점점 바래진 내 마음을
벌어진 틈새로 널 보며
그저 고개만 돌렸어
너무 멀리 왔다는 걸
알고 있잖아 서로
[Chorus: Both]
놓아줘
나를 묶고 있는 너의 마음
아픔은 늘 나의 몫인 걸
목이 메어 내뱉는 이 말도
너 대신 할게
놓아줘
너를 묶고 있는 나의 마음
쉽게 아물지는 않겠지만
함께 만든 추억 다 잊어
놓아 이젠, 날 놓아줘
[Outro: Both]
이제는 안녕
애써 돌아보지 마 날 위한다면
이제는 안녕
나 먼저 갈게 (돌아봐)
이제는 안녕
눈물이 흐를 즈음에 난 속삭여
이제는 안녕"
CRUSH - 잘자 (Nighty Night),"
수없이 외로웠던 밤을
이 작은 손에 닿기 위해 (얼마나 달려왔는지)
널 잠 못 들게 하는 소음
내가 다 가져갈게
[Pre-Chorus: Crush]
반짝이는 눈, 강아지 발 코, 터질 듯한 볼
펄럭이는 귀, 두꺼운 입술, 걸음걸인 뒤뚱
누굴 닮아 이렇게 예뻐?
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바래
[Chorus: Crush]
잘 자, 잘 자, 포근하게
잘 자, 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘 자, 잘 자, 잘 자
[Verse 2: Zion.T]
누가 내게, ""꿈이 뭐냐고?"" 하면
난 머리를 긁으며
""좋은 아빠, 좋은 남편?""
뭐, 감히 그렇게 대답하지
그런 행운이 내게 올까?
그녀와 똑 닮은 brown eyes
[Pre-Chorus: Crush]
달빛 품은 눈, 앙증맞은 코, 아기자기한 몸
날개 같은 귀, 보드라운 손, 입꼬린 히쭉
누굴 닮아 이렇게 예뻐?
널 바라만 보고 있어도 배가 불러
행복한 꿈만 꾸길 바래
[Chorus: Crush]
잘 자, 잘 자, 포근하게
잘 자, 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘 자, 잘 자, 잘 자
[Bridge: Crush]
Every night, babe, sleep tight
Nighty-night, babe, sleep tight
Every night, just sleep tight
Nighty-night, babe
[Chorus: Crush]
잘 자, 잘 자, 포근하게
잘 자, 걱정들을 뒤로한 채
별빛들도 잠들 때까지
아무도 널 깨우지 못할 거야
잘 자, 잘 자, 잘 자"
CRUSH - 향수 (nostalgia),"아무 생각 마요
아무 걱정 마요
이 노랠 듣고 있을 땐
곁에 있어 거울처럼
익숙해진 모습에
괜한 투정도 괜찮아요
우리의 밤은
도시의 잡음을 피해
온전히 잠들고 있죠
따뜻한 이불처럼
그대 깊은 마음
아픔들까지 덮어 줄게요"
CRUSH - A Little Bit,"
Girl,
yeah
, you know what I love
You know what I love
(yay, oh, oh)
(Ah)
[Verse 1: Crush, &
Crush & Lydia Paek
]
살며시 네가 내 어깨에
자고 있는 모습 볼 때-애 (woo yeah)
난 손만 잡고 있는 건데-에
더 깊게 가고 싶은걸, yeah eh eh eh eh eh
난 어리지 않-아
하고 싶은 대로 해도 돼
허락을 받고 싶지 않-아
흐름에 맡기기로 해
Go with the flow
[Hook: Crush]
A little bit (closer), just a little bit
내 숨소리를 들어 봐, baby, eh
A little bit (closer), just a little bit
난 이미 다 보여 줬어, 아낌없이, eh eh eh
A little bit (closer), just a little bit
내 숨소리를 들어 봐, baby
A little bit (closer), just a little bit
난 이미 다 보여 줬어, 아낌없이
[Verse 2: Crush &
Lydia Paek
]
I'm a kidult
서로 마음만 맞으면 돼-애
다가갈수록 모든 게 흥미로운걸
Everything is so new with you, oh oh oh oh oh
난 어리지 않-아 (ah)
하고 싶은 대로 해도 돼
오늘 난 집에 가고 싶지 않-아
서로를 만지기로 해
Go with the flow
[Hook: Crush]
A little bit (closer), just a little bit
내 숨소리를 들어 봐, baby, eh
A little bit (closer), just a little bit
난 이미 다 보여 줬어, 아낌없이, eh eh eh
A little bit (closer), just a little bit
내 숨소리를 들어 봐, baby
A little bit (closer), just a little bit
난 이미 다 보여 줬어
[Verse 3: Lydia Paek &
Crush
]
어느새 내 자리가 네 옆에
어디든 내 눈이 닿는 곳에
항상 기다리진 않아도 돼
'Cause you know that I love you 'til forever
(ah)
I can't live without you
Love everything about you
시간이 지나도 변하지 않아
You're the answers to my questions
항상 준비돼 있어
Your wish is my command
[Hook: Crush &
Lydia Paek
]
A little bit (closer), just a little bit
내 숨소리를 들어 봐, baby, eh
A little bit (closer), just a little bit
난 이미 다 보여 줬어, 아낌없이, eh eh eh
A little bit, just a little bit
내 숨소리를 들어 봐, baby
A little bit, just a little bit
난 이미 다 보여 줬어, 아낌없이"
CRUSH - Sunset,"
붉은 노을에 내 마음 번질 때
부드럽고 아늑한 무언가가 날 감싸네
피어나지못한 내 꿈들을 다시 살아나게 해
어느새 바람은 내 날개가 되고 하늘을 휘저어
아무 비밀없이 우주를 맴도는 별들도
아무 바램없이 가득 나를 채우고 있어
[Refrain]
When the sun is going down to me
When the sun is going down to me
When the sun is going down to me
When the sun is going down to me
[Instrumental Outro]"
CRUSH - Hey Baby,"
(Oh)
(Oh)
(Oh)
Yeah
Hey baby, uh
I need you, baby, yeah
I want you, baby, uh
I love you, baby, yeah
Hey baby, uh
I need you, baby, yeah
I want you, baby, yeah
I love you, baby, baby
[Verse 1: Crush]
(Ah) 시간은 멈춰 버렸어
처음 본 순간부터 널 원하지 (ah yeah)
시선을 절대 안 돌려
그 모습에 난 오히려 반하지 (ha)
Baby, 난 어떡해?
널 가지고 싶은데 너무 치명적인걸 (너무 치명적인걸)
난 자꾸만 내 옆의 널 상상하는걸
Girl, you're driving me crazy
[Hook: Crush]
I really really want you (baby)
내 맘을 받아 줘 (baby)
Baby, be mine mine mine
내 모든 걸 걸었어 (baby)
절대 아깝지 않아 (baby)
Baby, be mine
Ah, ah, ah, ah, I
Ah, ah, ah, ah ah
[Post-Hook: Crush &
Zion.T
]
(Oh)
Yeah
(Oh)
Hey babe
Yeah, babe
(Oh)
MJ, baby
Baby
[Verse 2: Zion.T]
거꾸로 걸어가도 (가도) 너에게 갔겠지, baby (baby)
암만 날고 올라도 결국 너에게 떨어졌겠지, baby
사람들이 보게 해
Girl, you know you are my love
Baby, 난 어떡해?
널 갖고 싶은데 너무 치명적인걸 (치명적인걸)
난 자꾸만 내 옆의 널 상상하는걸
Girl, you're driving me crazy
[Hook: Crush]
I really really want you (baby)
내 맘을 받아 줘 (baby)
Baby, be mine mine mine
내 모든 걸 걸었어 (baby)
절대 아깝지 않아 (baby)
Baby, be mine
Ah, ah, ah, ah, I
Ah, ah, ah, ah ah
[Post-Hook: Zion.T]
Haha...
(Oh)
Crush on you
(Baby)
[Bridge: Crush &
Zion.T
]
Tell me what you want
I'ma give you what you want
뭐든지 말만 해, baby
(babe)
이게 다 내가 널, uh huh
(uh huh)
uh huh
I love you
I love you, baby
내 맘을 왜 몰라?
아무리 더 더 말을 해도 넌 몰라
넌 그저 멀뚱멀뚱 나를 쳐다보고만
I wanna kiss you, hug you
곁에 누워, 오늘 밤, yeah
(Haha...)
[Hook: Crush &
Zion.T
]
I want you (baby)
내 맘을 받아 줘 (baby)
Baby, be mine mine mine
(baby)
내 모든 걸 걸었어 (baby)
절대 아깝지 않아 (baby)
Baby, be mine
Ah, ah, ah, ah, I
Ah, ah, ah, ah ah
English Translation
[Crush]
Hey baby, uh
I need you babe, yeah
I want you babe, uh
I love you baby, yeah
Hey baby, uh
I need you babe, yeah
I want you babe, yeah
I love you baby, baby
Time has stopped
The moment I first saw you, I wanted you
You don’t look away
And I’m falling harder for that
Baby, what do I do? I want you
You’re so fatal (fatal)
I keep imagining you next to me
Girl you’re driving me crazy
I really really want you (baby)
Accept my heart (baby)
Baby be mine mine mine
I put everything on the line (baby)
But it’s worth it (baby)
Baby be mine
[Zion.T]
Yeah, Hey babe, Yeah babe, MJ baby, baby
Even if I walk backwards, I’ll go to you baby
Even if I fly up high, I’ll fall back down to you
Making others look, girl you know
You’re my love
Baby, what do I do? I want you
You’re so fatal (fatal)
I keep imagining you next to me
Girl you’re driving me crazy
[Crush]
I really really want you (baby)
Accept my heart (baby)
Baby be mine mine mine
I put everything on the line (baby)
But it’s worth it (baby)
Baby be mine
Crush on you (baby)
[Crush & Zion.T]
Tell me what you want
I’mma give you what you want
Tell me anything, baby
This is all because I uh huh uh huh
I love you I love you baby
Why don’t you know my heart?
Even if I say anything more
You won’t know, you’ll just blankly stare at me
I wanna kiss you, hug you
Lay next to you tonight yeah
I really really want you (baby)
Accept my heart (baby)
Baby be mine mine mine
I put everything on the line (baby)
But it’s worth it (baby)
Baby be mine"
CRUSH - Ibiza,"
Ayy, coffee, Tom N Toms, 떨리는 맘에
Ice americano에, pretzel 하나 더
솔직히 말해줄게, 난 싫어 사람 많은 곳은
내 private room에서 초대해 줄게, us two
멈출 수가 없어, 이미 빠져 버렸어
매력이 넘쳐, 날 휘감고 있어
어디부터 어디까지 허락할 수 있어?
I want you to twerk it, don’t stop 'til the morning
You’ve been stuck in my head, don’t you know it?
난 지금 녹음실 작업실에서보다 더 큰 희열을 느끼지, oh shit
[Chorus]
How you feel? (Oh-oh, woah)
How you feel? (Oh-oh, woah, yeah)
How you feel? (Oh-oh, woah, yeah)
[Verse 2]
이제 어디로 가? 초록빛 색깔 바다로 냅다
Yeah, that’s right, economic한 현실을 놓아
Yeah, first class, ayy, worldwide
Champagne yacht party, I like it too
니가 원하는 거 알구말구
석양이 우릴 닿을 때쯤 잘 보여
Kardashian도 반하겠어 네 엉덩이 line, boo, boo, yeah
Let’s talk about the good things
Just wanna have fun, 기분이 흘러가는 대로
I want you to twerk it, don’t stop 'til the morning
You’ve been stuck in my head, don’t you know it?
난 지금 서있어 하늘 위로
So, tell me how I make you feel
[Chorus]
How you feel? (Oh-oh, woah)
How you feel? (Oh-oh, woah, yeah)
How you feel? (Oh-oh, woah, yeah)
[Outro]
Don’t need a ticket or visa to Ibiza
Don’t need a ticket or visa to Ibiza
Don’t need a ticket or visa to Ibiza
Don’t need a ticket or visa to Ibiza"
